BOUGHT,2.0,366.3,
SOLD,2.0,365.87,
BOUGHT,2.0,366.04,
SOLD,2.0,365.99,
BOUGHT,2.0,366.39,
SOLD,2.0,366.86,
BOUGHT,2.0,366.83,
SOLD,2.0,366.72,
BOUGHT,2.0,366.82,
SOLD,2.0,366.48,
BOUGHT,2.0,366.34,
SOLD,2.0,366.59,
BOUGHT,2.0,366.55,
SOLD,2.0,366.11,
BOUGHT,2.0,366.09,
SOLD,2.0,366.03,
BOUGHT,2.0,366.14,
SOLD,2.0,366.19,
BOUGHT,2.0,366.42,
SOLD,2.0,366.36,
BOUGHT,2.0,364.52,
SOLD,2.0,364.71,
BOUGHT,2.0,364.96,
SOLD,2.0,364.55,
BOUGHT,2.0,364.95,
SOLD,2.0,364.97,
Ending Value,998.1600000000003
